VILLE;DEPARTEMENT;CODE INSEE;NOM DU SITE;GROUPE DE DECHETS;SOUS-GROUPE DE DECHETS;DESCRIPTION PHYSIQUE;CATEGORIE;FAMILLE IN;VOLUME EQUIVALENT CONDITIONNE;MAJORATION;ACTIVITE ( Bq);PRINCIPAUX RADIONUCLEIDES
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Cadrans, indicateurs;;Altimètre(0,008 m3 - 1 t - 1 unite);AUTRES;S02;-;;1000;232Th
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Cadrans, indicateurs;;Anémomètre(0,008 m3 - 1 t - 1 unite);AUTRES;S02;-;;1000;232Th
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube 6334 Microwave Associates;Tube 6334 Microwave Associates(0,002 m3 - 1 unite);AUTRES;S01;-;;1000000;
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube 6334 PENTA Laboratories;Tube 6334 PENTA Laboratories(0,024 m3 - 12 unite);AUTRES;S01;-;;1000000;3H
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube 6334 THOMSON;Tube 6334 THOMSON(0,018 m3 - 9 unite);AUTRES;S01;-;;1000000;3H
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube électronique TH2611;Tube TH2611 THOMSON(0,024 m3 - 1 t - 1 1);AUTRES;S01;-;;1000000;
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube F 3003;Tube F 3003(0,051 m3 - 0,23529411764706 t - 6 unite);AUTRES;S01;-;;1000000;"235U;238U"
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube F 3004A;Tube F 3004A(0,425 m3 - 0,029411764705882 t - 5 unite);AUTRES;S01;-;;1000000;
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube F 3027 A THOMSON;Tube F 3027 A THOMSON(0,024 m3 - 1 unite);AUTRES;S01;-;;1000000;3H
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube OA2 WA  SYLVANIA;Tube électronique OA2WA SYLVANIA(0,00004 m3 - 1 unite);AUTRES;S01;-;;1000000;
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube OA2 WA CSF;Tube électronique radar OA2 WA CSF(0,00004 m3 - 1 unite);AUTRES;S01;-;;1000000;
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube OA2 WA MAZDA;Tube électronique OA2 WA MAZDA(0,00012 m3 - 3 unite);AUTRES;S01;-;;1000000;
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube OA2 WA RTC;Tube OA2 WA RTC(0,00004 m3 - 1 unite);AUTRES;S01;-;;1000000;"228Th;232Th"
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube OA2 WA THOMSON;Tube OA2 WA THOMSON(10 unite);AUTRES;S01;-;;1000000;3H
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube OA2WA OREGA CIFTE;Tube électronique OA2WA pour radar(0,00004 m3 - 250 t - 1 unite);AUTRES;S01;-;;1000000;
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube OB2 WA Autres fab.;Tubes OB2 WA(0,00012 m3 - 3 unite);AUTRES;S01;-;;1000000;241Am
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube OB2 WA CSF;Tube électronique radar OB2 WA CSF(0,00024 m3 - 6 unite);AUTRES;S01;-;;1000000;"234U;235U;236U"
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube OB2 WA MAZDA;Tube OB2 WA MAZDA pour radar(0,00004 m3 - 1 unite);AUTRES;S01;-;;1000000;226Ra
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube OB2 WA RCA;Tube OB2 WA RCA(0,00164 m3 - 41 unite);AUTRES;S01;-;;1000000;"54Mn;60Co;57Co"
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube OB2 WA RT;Tube OB2 WA RT pour radar(0,00004 m3 - 1 unite);AUTRES;S01;-;;1000000;"137Cs;Pu"
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube OB2 WA RTC;Tube OB2 WA RTC(0,00024 m3 - 6 unite);AUTRES;S01;-;;1000000;3H
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube OB2 WA SYLVANIA;Tube OB2 WA SYLVANIA pour radar(0,00008 m3 - 2 unite);AUTRES;S01;-;;1000000;
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube OB2 WA THOMSON;Tube OB2 WA THOMSON(0,00384 m3 - 96 unite);AUTRES;S01;-;;1000000;
AMBERIEU-EN-BUGEY;1;01004;ARMEE DE L'AIR - BA 278 AMBERIEU;Tubes électroniques;Tube OB2 WA USN;Tube OB2 WA USN pour radar(0,00004 m3 - 1 unite);AUTRES;S01;-;;1000000;
BOURG-EN-BRESSE;1;01053;INOL IMAGERIE NUCLEAIRE DE L'OUEST LYONNAIS ET DE L'AIN - MEDECINE NUCLEAIRE -BOURG EN BRESSE;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,1;;-;131I, 99mTc
DAGNEUX;1;01142;IONISOS - INSTALLATION D'IONISATION DE DAGNEUX ;Déchets métalliques;;Solide et stable(1 t );TFA;TFA;0;;10000;
DAGNEUX;1;01142;IONISOS - INSTALLATION D'IONISATION DE DAGNEUX ;Déchets technologiques (frottis, gants..);;Solide et stable ;TFA;TFA;0,0825;;10000;
DAGNEUX;1;01142;IONISOS - INSTALLATION D'IONISATION DE DAGNEUX ;Résines échangeuses d'ions;;Solide et stable(0,83 m3 - 0,33 t );TFA;TFA;0,2739;;10000;
PREVESSIN-MOENS;1;01313;CERN - SITE DE PREVESSIN-MOENS;Autres déchets;Déchets FMA - spectre source;Source radioactive ;AUTRES;S01;-;<;16200000000;3H
PREVESSIN-MOENS;1;01313;CERN - SITE DE PREVESSIN-MOENS;Autres déchets;Déchets TFA - spectre liquide aqueux;Liquides ;TFA;TFA;10,8834;<;8700000000;3H
PREVESSIN-MOENS;1;01313;CERN - SITE DE PREVESSIN-MOENS;Autres déchets;Déchets TFA - spectre liquide organique;Liquides organiques ;TFA;TFA;4,0779;<;120500000;"60Co;137Cs"
PREVESSIN-MOENS;1;01313;CERN - SITE DE PREVESSIN-MOENS;Autres déchets;Déchets TTFA - spectre liquide aqueux;Eau ;TFA;TFA;268,0635;<;22900000000;
PREVESSIN-MOENS;1;01313;CERN - SITE DE PREVESSIN-MOENS;Déchets dangereux;Déchets FMA - spectre acier;Connecteurs ;FMA-VC;F3-9-01;8,09;<;59500000000;"3H;14C;137Cs"
PREVESSIN-MOENS;1;01313;CERN - SITE DE PREVESSIN-MOENS;Déchets dangereux;Déchets TFA - spectre acier;Connecteurs, PRT produits radiologiques et toxiques ;TFA;TFA;169,566;<;2900000000;"3H;60Co;137Cs"
PREVESSIN-MOENS;1;01313;CERN - SITE DE PREVESSIN-MOENS;Déchets dangereux;Déchets TTFA - spectre acier;Déchets amiantés ;TFA;TFA;360,841;<;202000000;"3H;60Co;137Cs"
PREVESSIN-MOENS;1;01313;CERN - SITE DE PREVESSIN-MOENS;Déchets dangereux;Déchets TTFA - spectre inerte;Cartouches KO2 ;TFA;TFA;1,7904;<;3200000;"3H;60Co;137Cs"
PREVESSIN-MOENS;1;01313;CERN - SITE DE PREVESSIN-MOENS;Déchets inertes;Déchets FMA - spectre inerte;Béton, céramique ;FMA-VC;F3-9-01;18,483;<;1,05E+11;"60Co;137Cs"
PREVESSIN-MOENS;1;01313;CERN - SITE DE PREVESSIN-MOENS;Déchets inertes;Déchets TFA - spectre inerte;Terre / boue, béton, ferrite, luminaires, poussières, scories, marbre, calcaire ;TFA;TFA;270,459;<;5000000000;"60Co;137Cs"
PREVESSIN-MOENS;1;01313;CERN - SITE DE PREVESSIN-MOENS;Déchets inertes;Déchets TTFA - spectre inerte;Béton, céramique, verre ;TFA;TFA;41,323;<;168400000;226Ra
PREVESSIN-MOENS;1;01313;CERN - SITE DE PREVESSIN-MOENS;Déchets métalliques;Déchets FMA - spectre acier;Déchet métallique, moteurs / pompes, plomb, déchets TAX, aimant, aimants permanents, chambre à vide, cibles, inox, fer, septum, vannes, divers, cavité, collimateur ;FMA-VC;F3-9-01;1309,5866;<;1,08E+13;"14C;90Sr;137Cs"
PREVESSIN-MOENS;1;01313;CERN - SITE DE PREVESSIN-MOENS;Déchets métalliques;Déchets FMA - spectre aluminium;Aluminium, front end, aluminium cibles ;FMA-VC;F3-9-01;326,616;<;1,94E+11;
PREVESSIN-MOENS;1;01313;CERN - SITE DE PREVESSIN-MOENS;Déchets métalliques;Déchets FMA - spectre cuivre;Bobines cuivre, cuivre ;FMA-VC;F3-9-01;10,692;<;41400000000;137Cs
PREVESSIN-MOENS;1;01313;CERN - SITE DE PREVESSIN-MOENS;Déchets métalliques;Déchets TFA - spectre acier;Déchet métallique, moteurs / pompes, plomb, déchets TAX, aimant, aimants permanents, chambre à vide, inox, fer, septum, vannes, divers, cavité, collimateur ;TFA;TFA;2763,7482;<;1,26E+11;"60Co;137Cs"
PREVESSIN-MOENS;1;01313;CERN - SITE DE PREVESSIN-MOENS;Déchets métalliques;Déchets TFA - spectre aluminium;Bobines aluminium, aluminium ;TFA;TFA;277,0552;<;9300000000;"90Sr;137Cs"
PREVESSIN-MOENS;1;01313;CERN - SITE DE PREVESSIN-MOENS;Déchets métalliques;Déchets TFA - spectre câbles;Fils / câbles ;TFA;TFA;757,5648;<;17400000000;"60Co;137Cs"
PREVESSIN-MOENS;1;01313;CERN - SITE DE PREVESSIN-MOENS;Déchets métalliques;Déchets TFA - spectre cuivre;Bobines cuivre, cuivre ;TFA;TFA;196,3346;<;4800000000;
PREVESSIN-MOENS;1;01313;CERN - SITE DE PREVESSIN-MOENS;Déchets métalliques;Déchets TTFA - spectre acier;Déchet métallique, moteurs / pompes, chambre à vide, inox, fer, vannes, divers, cavité ;TFA;TFA;539,896;<;927300000;"63Ni;129I;226Ra;238Pu;241Am"
PREVESSIN-MOENS;1;01313;CERN - SITE DE PREVESSIN-MOENS;Déchets métalliques;Déchets TTFA - spectre aluminium;Aluminium ;TFA;TFA;11,9695;<;54900000;"90Sr;137Cs"
PREVESSIN-MOENS;1;01313;CERN - SITE DE PREVESSIN-MOENS;Déchets métalliques;Déchets TTFA - spectre câbles;Fils / câbles ;TFA;TFA;259,9257;<;660500000;"60Co;137Cs"
PREVESSIN-MOENS;1;01313;CERN - SITE DE PREVESSIN-MOENS;Déchets métalliques;Déchets TTFA - spectre cuivre;Cuivre ;TFA;TFA;0,0413;<;187600;
PREVESSIN-MOENS;1;01313;CERN - SITE DE PREVESSIN-MOENS;Déchets métalliques;Déchets TTFA - spectre cuivre câbles;Cuivre broyé câbles ;TFA;TFA;24,2029;<;67600000;"3H;14C"
PREVESSIN-MOENS;1;01313;CERN - SITE DE PREVESSIN-MOENS;Déchets non métalliques;Déchets FMA - spectre incinérable;Résines, isolant, organique cibles ;FMA-VC;F3-9-01;6,2031;<;39900000000;
PREVESSIN-MOENS;1;01313;CERN - SITE DE PREVESSIN-MOENS;Déchets non métalliques;Déchets TFA - spectre incinérable;Bois, résines, filtres, isolant, incinérables ;TFA;TFA;640,6205;<;7300000000;"3H;14C"
PREVESSIN-MOENS;1;01313;CERN - SITE DE PREVESSIN-MOENS;Déchets non métalliques;Déchets TFA - spectre plastique câbles;Isolant broyé câbles ;TFA;TFA;114,1977;<;1100000000;
PREVESSIN-MOENS;1;01313;CERN - SITE DE PREVESSIN-MOENS;Déchets non métalliques;Déchets TTFA - spectre incinérable;Filtres, incinérables ;TFA;TFA;435,7472;<;243300000;"3H;14C;90Sr"
SAINT-GENIS-POUILLY;1;01354;ADVANCED ACCELERATOR APPLICATIONS - PRODUCTION DE RADIOPHARMACEUTIQUES;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,179;;-;13N, 18F
SAINT-GENIS-POUILLY;1;01354;ADVANCED ACCELERATOR APPLICATIONS - PRODUCTION DE RADIOPHARMACEUTIQUES;;;LA: liquides aqueux (0,24m3);FMA-VC;F3-7-01;0;;;56Co, 57Co, 54Mn, 58Co, 51Cr, 18F
SAINT-GENIS-POUILLY;1;01354;ADVANCED ACCELERATOR APPLICATIONS - PRODUCTION DE RADIOPHARMACEUTIQUES;;;LS-LH : Solvants et Huiles Liquides (0,004m3);FMA-VC;F3-7-01;0;;;56Co, 57Co, 54Mn, 60Co, 58Co, 51Cr
SAINT-GENIS-POUILLY;1;01354;ADVANCED ACCELERATOR APPLICATIONS - PRODUCTION DE RADIOPHARMACEUTIQUES;;;LS-LH : Solvants et Huiles Liquides (0,06m3);FMA-VC;F3-7-01;0;;;56Co, 57Co, 54Mn, 58Co, 51Cr, 18F
SAINT-GENIS-POUILLY;1;01354;ADVANCED ACCELERATOR APPLICATIONS - PRODUCTION DE RADIOPHARMACEUTIQUES;;;SI: solides incinérables (0,758m3);FMA-VC;F3-7-01;0,063672;;;56Co, 54Mn, 57Co, 60Co, 58Co, 51Cr
SAINT-GENIS-POUILLY;1;01354;ADVANCED ACCELERATOR APPLICATIONS - PRODUCTION DE RADIOPHARMACEUTIQUES;;;SNI: solides non incinérables (0,0003m3);FMA-VC;F3-01;0,0002022;;;56Co, 57Co, 54Mn, 60Co, 58Co, 51Cr
SAINT-GENIS-POUILLY;1;01354;ADVANCED ACCELERATOR APPLICATIONS - PRODUCTION DE RADIOPHARMACEUTIQUES;;;SNI: solides non incinérables (0,734m3);FMA-VC;F3-01;0,494716;;;56Co, 57Co, 54Mn, 60Co, 58Co, 51Cr
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;;Crayons absorbants (AIC, Pyrex, Inox)(59 étuis);MA-VL;F2-2-03;45,076;<;6,30E+16;"55Fe;60Co;63Ni"
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;;Doigts de gants RIC(16 étuis);MA-VL;F2-2-03;0,816;<;1,10E+15;"55Fe;60Co;63Ni"
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;;Grappes (autres que sources)(145 unités);MA-VL;F2-2-03;16,385;<;2,30E+16;"55Fe;60Co;63Ni"
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;;Grappes bouchons en étuis(41 étuis);MA-VL;F2-2-03;4,264;<;6,00E+15;"55Fe;60Co;63Ni"
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;;Grappes sources(8 unités);AUTRES;S01;-;<;2,50E+14;"55Fe;60Co;63Ni"
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;;Pièces métalliques diverses(10 unités);MA-VL;F2-2-03;0,99;<;1,40E+15;"55Fe;60Co;63Ni"
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;;Squelettes d'assemblage combustible(3 étuis);MA-VL;F2-2-03;0,174;<;2,40E+14;"55Fe;60Co;63Ni"
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;;Têtes de grappes (toutes)(19 étuis);MA-VL;F2-2-03;1,881;<;2,60E+15;"55Fe;60Co;63Ni"
SAINT-VULBAS;1;01390;EDF - BUGEY  - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets conditionnés en attente d'expédition;Big-bags (1m3) - Déchets inertes(3 BB1);TFA;TFA;3;<;17800000;"55Fe;60Co;63Ni;110m Ag;137Cs;58Co"
SAINT-VULBAS;1;01390;EDF - BUGEY  - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets conditionnés en attente d'expédition;Big-bags (1m3) - Déchets métalliques(1 BB1);TFA;TFA;1;<;3950000;"3H;14C"
SAINT-VULBAS;1;01390;EDF - BUGEY  - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets conditionnés en attente d'expédition;Big-bags (1m3) - Déchets non métalliques(3 BB1);TFA;TFA;3;<;8900000;
SAINT-VULBAS;1;01390;EDF - BUGEY  - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets conditionnés en attente d'expédition;Caissons métalliques (4m3)(2 CM4M3);FMA-VC;F3-7-02;1,384;<;8660000;"3H;14C"
SAINT-VULBAS;1;01390;EDF - BUGEY  - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets conditionnés en attente d'expédition;Caissons métalliques (5m3)(23 CM5M3);FMA-VC;F3-2-15;93,38;<;16300000000;226Ra
SAINT-VULBAS;1;01390;EDF - BUGEY  - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets conditionnés en attente d'expédition;Casiers (1,33m3) - Déchets métalliques(24 CA1);TFA;TFA;31,92;<;1470000000;
SAINT-VULBAS;1;01390;EDF - BUGEY  - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets conditionnés en attente d'expédition;Casiers (2,66m3) - Déchets métalliques(5 CA2);TFA;TFA;13,3;<;440000000;
SAINT-VULBAS;1;01390;EDF - BUGEY  - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets conditionnés en attente d'expédition;Fûts métalliques (200l) - Déchets métalliques(2 F1);TFA;TFA;0,41;<;4490000;
SAINT-VULBAS;1;01390;EDF - BUGEY  - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets conditionnés en attente d'expédition;Fûts métalliques (200l) - Déchets non métalliques(130 F1);TFA;TFA;26,65;<;240000000;60Co
SAINT-VULBAS;1;01390;EDF - BUGEY  - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets conditionnés en attente d'expédition;Futs plastiques (200l) - Déchets incinérables(24 F6);FMA-VC;F3-7-01;0,36;<;36000000;226Ra
SAINT-VULBAS;1;01390;EDF - BUGEY  - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets conditionnés en attente d'expédition;Monobloc(6 Sans réceptacle);TFA;TFA;24,8;<;400000;
SAINT-VULBAS;1;01390;EDF - BUGEY  - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets non conditionnés ou préconditionnés; Métaux ferreux ;FMA-VC;F3-2-15;8,55055;<;11200000000;
SAINT-VULBAS;1;01390;EDF - BUGEY  - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets non conditionnés ou préconditionnés;Amiante ;TFA;TFA;66,8;<;650000000;"3H;55Fe;63Ni;93Nb;93Mo"
SAINT-VULBAS;1;01390;EDF - BUGEY  - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets non conditionnés ou préconditionnés;Boues séchées ;FMA-VC;F3-7-01;3,208348;<;7040000000;"3H;39Ar;54Mn;55Fe;63Ni"
SAINT-VULBAS;1;01390;EDF - BUGEY  - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets non conditionnés ou préconditionnés;Filtres de ventilation ;FMA-VC;DIV3;0,23464;<;8490000000;"39Ar;55Fe;60Co;63Ni;137Cs"
SAINT-VULBAS;1;01390;EDF - BUGEY  - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets non conditionnés ou préconditionnés;Filtres de ventilation  ;FMA-VC;F3-2-15;0,36002;<;940000000;
SAINT-VULBAS;1;01390;EDF - BUGEY  - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets non conditionnés ou préconditionnés;Gravats ;FMA-VC;DIV3;1,03324;<;620000000;
SAINT-VULBAS;1;01390;EDF - BUGEY  - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets non conditionnés ou préconditionnés;Gravats  ;TFA;TFA;13,23268;<;5600000000;"39Ar;55Fe;60Co;63Ni;137Cs"
SAINT-VULBAS;1;01390;EDF - BUGEY  - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets non conditionnés ou préconditionnés;Huiles ;FMA-VC;F3-7-01;0;<;9000000;
SAINT-VULBAS;1;01390;EDF - BUGEY  - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets non conditionnés ou préconditionnés;Liquides organiques ;FMA-VC;F3-7-01;0;<;1,60E+12;
SAINT-VULBAS;1;01390;EDF - BUGEY  - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets non conditionnés ou préconditionnés;Métaux ferreux ;FMA-VC;DIV3;28,6982;<;1,80E+11;
SAINT-VULBAS;1;01390;EDF - BUGEY  - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets non conditionnés ou préconditionnés;Métaux ferreux  ;TFA;TFA;13,1397;<;33500000000;
SAINT-VULBAS;1;01390;EDF - BUGEY  - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets non conditionnés ou préconditionnés;Métaux non ferreux ;TFA;TFA;0,51037;<;4,20E+11;"55Fe;60Co;63Ni"
SAINT-VULBAS;1;01390;EDF - BUGEY  - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets non conditionnés ou préconditionnés;Métaux non ferreux  ;FMA-VC;F3-2-15;0,04743;<;22000000000;226Ra
SAINT-VULBAS;1;01390;EDF - BUGEY  - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets non conditionnés ou préconditionnés;Pièges à iode - Charbon actif ;TFA;TFA;2,17434;<;8790000;"3H;14C;32P;35S"
SAINT-VULBAS;1;01390;EDF - BUGEY  - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets non conditionnés ou préconditionnés;Plastiques, caoutchouc ;FMA-VC;F3-7-01;0,048906;<;11700000000;226Ra
SAINT-VULBAS;1;01390;EDF - BUGEY  - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets non conditionnés ou préconditionnés;Plastiques, caoutchouc  ;FMA-VC;DIV3;3,31047;<;3,70E+11;226Ra
SAINT-VULBAS;1;01390;EDF - BUGEY  - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets non conditionnés ou préconditionnés;Plastiques, caoutchouc   ;FMA-VC;F3-01;0,33174;<;7800000000;"55Fe;60Co;63Ni;110m Ag;137Cs;58Co"
SAINT-VULBAS;1;01390;EDF - BUGEY  - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets non conditionnés ou préconditionnés;Résines actives ;FMA-VC;F3-7-01;0,034892;<;47800000;
SAINT-VULBAS;1;01390;EDF - BUGEY  - EN DECONSTRUCTION;Déchets de Moyenne Activité ou Faible Activité à Vie Courte (FMA-VC);Déchets non conditionnés ou préconditionnés;Tubes fluorescents ;TFA;TFA;0,0715;<;50000;"3H;14C"
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Big-bags de 1 m3 (16 BB1);TFA;TFA;16;<;18310000;
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Big-bags de 1 m3(43 BB1);TFA;TFA;43;<;5400000000;"60Co;110m Ag;137Cs;134Cs;58Co"
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Caissons métalliques de 1 m3 CM1M3;FMA-VC;F3-7-02;0;<;0;"55Fe;60Co;63Ni;110m Ag;137Cs;58Co"
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Caissons métalliques de 10 m3(1 CM10M3);FMA-VC;F3-2-15;8,5;<;783900000;"55Fe;60Co;63Ni;110m Ag;137Cs;58Co"
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Caissons métalliques de 2 m3(1 CM2M3);FMA-VC;F3-7-02;0,384;<;37710000;"55Fe;60Co;63Ni;110m Ag;137Cs;58Co"
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Caissons métalliques de 4 m3 CM4M3;FMA-VC;F3-7-02;0;<;0;
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Caissons métalliques de 5 m3(7 CM5M3);FMA-VC;F3-2-15;28,42;<;3780000000;"55Fe;60Co;63Ni"
SAINT-VULBAS;1;01390;EDF - BUGEY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Casiers de 2,66 m3 (27 CA2);TFA;TFA;71,82;<;1010000000;
