VILLE;DEPARTEMENT;CODE INSEE;NOM DU SITE;GROUPE DE DECHETS;SOUS-GROUPE DE DECHETS;DESCRIPTION PHYSIQUE;CATEGORIE;FAMILLE IN;VOLUME EQUIVALENT CONDITIONNE;MAJORATION;ACTIVITE ( Bq);PRINCIPAUX RADIONUCLEIDES
FLAMANVILLE;50;50184;EDF - FLAMANVILLE - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Gravats ;TFA;TFA;11,33927;<;9630000000;"55Fe;60Co;63Ni;110m Ag;137Cs;58Co"
FLAMANVILLE;50;50184;EDF - FLAMANVILLE - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Huiles ;FMA-VC;F3-7-01;0;<;1240000000;"55Fe;60Co;63Ni;110m Ag;137Cs;58Co"
FLAMANVILLE;50;50184;EDF - FLAMANVILLE - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Liquides organiques ;FMA-VC;F3-7-01;0;<;48000000;3H
FLAMANVILLE;50;50184;EDF - FLAMANVILLE - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Métaux ferreux ;FMA-VC;F3-7-02;4,138155;<;1,48E+12;"55Fe;60Co;63Ni;110m Ag;137Cs;58Co"
FLAMANVILLE;50;50184;EDF - FLAMANVILLE - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Métaux ferreux ;FMA-VC;F3-2-05;8,76936;<;1,14E+11;"55Fe;60Co;63Ni;110m Ag;137Cs;58Co"
FLAMANVILLE;50;50184;EDF - FLAMANVILLE - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Métaux ferreux ;TFA;TFA;8,43072;<;6,82E+11;"55Fe;60Co;63Ni;110m Ag;137Cs;58Co"
FLAMANVILLE;50;50184;EDF - FLAMANVILLE - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Métaux non ferreux ;FMA-VC;F3-2-15;2,34612;<;2030000000;"55Fe;60Co;63Ni;110m Ag;137Cs;58Co"
FLAMANVILLE;50;50184;EDF - FLAMANVILLE - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Métaux non ferreux ;TFA;TFA;30,48768;<;18280000000;"55Fe;60Co;63Ni;110m Ag;137Cs;58Co"
FLAMANVILLE;50;50184;EDF - FLAMANVILLE - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Pièges à iode, charbon actif ;TFA;TFA;9,58246;<;10900000;
FLAMANVILLE;50;50184;EDF - FLAMANVILLE - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Piles, batteries ;TFA;TFA;5,586;<;55860000;"55Fe;60Co;63Ni;110m Ag;137Cs;58Co"
FLAMANVILLE;50;50184;EDF - FLAMANVILLE - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Plastiques, caoutchouc ;FMA-VC;F3-2-05;54,0582;<;4270000000;"55Fe;60Co;63Ni;110m Ag;137Cs;58Co"
FLAMANVILLE;50;50184;EDF - FLAMANVILLE - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Plastiques, caoutchouc ;FMA-VC;F3-01;16,65105;<;8540000000;"55Fe;60Co;63Ni;110m Ag;137Cs;58Co"
FLAMANVILLE;50;50184;EDF - FLAMANVILLE - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Plastiques, caoutchouc ;FMA-VC;F3-7-01;8,547682;<;29890000000;"55Fe;60Co;63Ni;110m Ag;137Cs;58Co"
FLAMANVILLE;50;50184;EDF - FLAMANVILLE - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Résines actives ;FMA-VC;F3-2-03;78,351;<;8,82E+12;"55Fe;60Co;63Ni;110m Ag;137Cs;58Co"
FLAMANVILLE;50;50184;EDF - FLAMANVILLE - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Résines échangeuses d'ions APG ;FMA-VC;F3-7-01;0,04719;<;6590000;
FLAMANVILLE;50;50184;EDF - FLAMANVILLE - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Résines échangeuses d'ions APG  ;TFA;TFA;0,88965;<;26370000;
FLAMANVILLE;50;50184;EDF - FLAMANVILLE - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Solvants ;FMA-VC;F3-7-01;0;<;7480000;"55Fe;60Co;63Ni;110m Ag;137Cs;58Co"
SAINT-LO;50;50502;LABÉO MANCHE - MESURES DE RADIOACTIVITE (ENVIRONNEMENT, ALIMENTS);;;LA: liquides aqueux (0,01m3);FMA-VC;F3-7-01;0;;357000;90Y, 3H, 90Sr
SAINT-LO;50;50502;LABÉO MANCHE - MESURES DE RADIOACTIVITE (ENVIRONNEMENT, ALIMENTS);;;SL: flacons de scintillation en plastique (0,01m3);FMA-VC;F3-7-01;0,00063;;3100;90Y, 3H, 90Sr
SAINT-LO;50;50502;LABÉO MANCHE - MESURES DE RADIOACTIVITE (ENVIRONNEMENT, ALIMENTS);;;SL: flacons de scintillation en plastique (0,01m3);FMA-VC;F3-7-01;0,00063;;250;241Am, 239Pu
SAINT-LO;50;50502;LABÉO MANCHE - MESURES DE RADIOACTIVITE (ENVIRONNEMENT, ALIMENTS);;;SNI: solides non incinérables (0,002m3);FMA-VC;F3-01;0,001348;;1020;90Y, 90Sr
SAINT-LO;50;50502;LABÉO MANCHE - MESURES DE RADIOACTIVITE (ENVIRONNEMENT, ALIMENTS);;;SNI: solides non incinérables (0,03m3);FMA-VC;F3-01;0,02022;;1,02E+03;241Am, 239Pu
SAINT-MARTIN-DES-CHAMPS;50;50516;CENTRE D'IMAGERIE MOLECULAIRE D'AVRANCHES - SCINTIGRAPHIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,402;;-;131I, 123I, 99mTc
ISLES-SUR-SUIPPE;51;51299;AFICA - TRI DE MATERIAUX DE RECUPERATION / AFFINAGE DE METAUX CUIVREUX;;;SNI: solides non incinérables (0,2m3);FMA-VC;F3-01;0,1348;;9000;241Am, 226Ra, 232Th
PONTFAVERGER-MORONVILLIERS;51;51440;CEA DAM - MORONVILLIERS;Déchets contaminés par de l'uranium appauvri;;Déchets (terres, gravats...) issus des essais et d'actions de réhabilitation  conditionnés en big-bags(300 m3 - 1 t - 342 big-bags de 1 m3);TFA;TFA;300;;1000000000;U
PONTFAVERGER-MORONVILLIERS;51;51440;CEA DAM - MORONVILLIERS;Déchets contaminés par de l'uranium appauvri;;Déchets issus des essais conditionnés en casiers(127 m3 - 1 t - 94 unite);TFA;TFA;127;;100000000;U
PONTFAVERGER-MORONVILLIERS;51;51440;CEA DAM - MORONVILLIERS;Déchets contaminés par de l'uranium appauvri;;Déchets issus des essais conditionnés en fûts (toutes matrices)(70 m3 - 0,32 t - 350 fûts de 200 litres);TFA;TFA;22,4;;100000000;U
PONTFAVERGER-MORONVILLIERS;51;51440;CEA DAM - MORONVILLIERS;Déchets contaminés par de l'uranium appauvri;;Déchets métalliques en vrac issus des essais  ;TFA;TFA;37;<;37000000;U
PONTFAVERGER-MORONVILLIERS;51;51440;CEA DAM - MORONVILLIERS;Stockage historique ;;Puits contenant des résidus des expérimentations(1 centaine de puits);AUTRES;DSH;-;;0;
REIMS;51;51454;CENTRE HOSPITALIER UNIVERSITAIRE DE REIMS - HÔPITAL ROBERT DEBRE - BIOLOGIE, RADIOIMMUNOLOGIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,96;;-;125I
REIMS;51;51454;CENTRE REGIONAL DE LUTTE CONTRE LE CANCER - INSTITUT JEAN GODINOT (REIMS) - MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;27,68;;-;201Tl, 111In, 131I, 125I, 99mTc, 18F
REIMS;51;51454;POLYCLINIQUE DE COURLANCY - CURIETHERAPIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,001;;-;192Ir, 125I
REIMS;51;51454;UNIVERSITE DE REIMS CHAMPAGNE-ARDENNE - UFR MEDECINE - LABORATOIRE DE BIOCHIMIE ET BIOLOGIE MOLECULAIRE - CNRS UMR 7369;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,175;;-;35S
REIMS;51;51454;UNIVERSITE DE REIMS CHAMPAGNE-ARDENNE - CNRS UMR 7312 - LABORATOIRE DE CHIMIE BIOORGANIQUE;;;LA: liquides aqueux (0,00005m3);FMA-VC;F3-7-01;0;;18000000000;3H
REIMS;51;51454;CENTRE HOSPITALIER UNIVERSITAIRE DE REIMS - HÔPITAL ROBERT DEBRE - BIOLOGIE, RADIOIMMUNOLOGIE;;;LA: liquides aqueux (0,00025m3);FMA-VC;F3-7-01;0;;;
REIMS;51;51454;UNIVERSITE DE REIMS CHAMPAGNE-ARDENNE - CNRS UMR 7312 - LABORATOIRE DE CHIMIE BIOORGANIQUE;;;LA: liquides aqueux (0,004m3);FMA-VC;F3-7-01;0;;70000000;3H
REIMS;51;51454;UNIVERSITE DE REIMS CHAMPAGNE-ARDENNE - CNRS UMR 7312 - LABORATOIRE DE CHIMIE BIOORGANIQUE;;;LA: liquides aqueux (0,005m3);FMA-VC;F3-7-01;0;;3000000;14C
REIMS;51;51454;UNIVERSITE DE REIMS CHAMPAGNE-ARDENNE - UFR SCIENCES EXACTES ET NATURELLES - LABORATOIRE SIRMA - UMR URCA/CNRS 7369;;;LA: liquides aqueux (0,01m3);FMA-VC;F3-7-01;0;;418730000;3H
REIMS;51;51454;CENTRE HOSPITALIER UNIVERSITAIRE DE REIMS - HÔPITAL ROBERT DEBRE - BIOLOGIE, RADIOIMMUNOLOGIE;;;LA: liquides aqueux (0,08m3);FMA-VC;F3-7-01;0;;275000000;14C, 3H
REIMS;51;51454;UNIVERSITE DE REIMS CHAMPAGNE-ARDENNE - CNRS UMR 7312 - LABORATOIRE DE CHIMIE BIOORGANIQUE;;;LS-LH : Solvants et Huiles Liquides (0,003m3);FMA-VC;F3-7-01;0;;70000;14C
REIMS;51;51454;UNIVERSITE DE REIMS CHAMPAGNE-ARDENNE - UFR SCIENCES EXACTES ET NATURELLES - LABORATOIRE SIRMA - UMR URCA/CNRS 7369;;;SI: solides incinérables (0,12m3);FMA-VC;F3-7-01;0,01008;;;14C, 3H
REIMS;51;51454;UNIVERSITE DE REIMS CHAMPAGNE-ARDENNE - UFR SCIENCES EXACTES ET NATURELLES - LABORATOIRE SIRMA - UMR URCA/CNRS 7369;;;SI: solides incinérables (0,48m3);FMA-VC;F3-7-01;0,04032;;;3H
REIMS;51;51454;UNIVERSITE DE REIMS CHAMPAGNE-ARDENNE - UFR MEDECINE - LABORATOIRE DE BIOCHIMIE ET BIOLOGIE MOLECULAIRE - CNRS UMR 7369;;;SL: flacons de scintillation en plastique (0,0005m3);FMA-VC;F3-7-01;0,0000315;;900000;14C, 3H, 35S
REIMS;51;51454;CENTRE HOSPITALIER UNIVERSITAIRE DE REIMS - HÔPITAL ROBERT DEBRE - BIOLOGIE, RADIOIMMUNOLOGIE;;;SL: flacons de scintillation en plastique (0,48m3);FMA-VC;F3-7-01;0,03024;;290000000;14C, 3H
REIMS;51;51454;UNIVERSITE DE REIMS CHAMPAGNE-ARDENNE - CNRS UMR 7312 - LABORATOIRE DE CHIMIE BIOORGANIQUE;;;SNI: solides non incinérables (0,05m3);FMA-VC;F3-01;0,0337;;5000000000;14C
CHAUMONT;52;52121;CENTRE HOSPITALIER DE CHAUMONT - MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,25;;-;111In, 131I, 153Sm, 123I, 99mTc
LAVAL;53;53130;POLYCLINIQUE DE LA MAYENNE - MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;5,6;;-;201Tl, 99Tc, 123I
CHAMPENOUX;54;54113;INRA - CENTRE DE RECHERCHE DE NANCY - INTERACTIONS ARBRES MICRO-ORGANISMES;;;LS-LH : Solvants et Huiles Liquides (0,015m3);FMA-VC;F3-7-01;0;;0;3H
CHAMPENOUX;54;54113;INRA - CENTRE DE RECHERCHE DE NANCY - INTERACTIONS ARBRES MICRO-ORGANISMES;;;LS-LH : Solvants et Huiles Liquides (0,025m3);FMA-VC;F3-7-01;0;;10000000;14C
CHAMPENOUX;54;54113;INRA - CENTRE DE RECHERCHE DE NANCY - INTERACTIONS ARBRES MICRO-ORGANISMES;;;SI: solides incinérables (0,05m3);FMA-VC;F3-7-01;0,0042;;10000000;14C
CHAMPENOUX;54;54113;INRA - CENTRE DE RECHERCHE DE NANCY - INTERACTIONS ARBRES MICRO-ORGANISMES;;;SI: solides incinérables (0,05m3);FMA-VC;F3-7-01;0,0042;;0;3H
MAXEVILLE;54;54357;CENTRE D'IMAGERIE MEDICALE JACQUES CALLOT - MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;25;;-;201Tl, 131I, 123I, 99mTc, 18F
NANCY;54;54395;ARMEE DE L'AIR - BA 133 NANCY;dechets technologiques;dispositifs de visée;dispositifs de visée au tritium(2 fûts);AUTRES;S02;-;;6,15E+12;232Th
NANCY;54;54395;CENTRE HOSPITALIER UNIVERSITAIRE DE NANCY - HÔPITAL CENTRAL - LABORATOIRE D'HORMONO-ONCO-NEUROBIOLOGIE HC;;;DGD - Déchets gérés en décroissance;VTC;DGD;2;;-;125I
NANCY;54;54395;CENTRE HOSPITALIER UNIVERSITAIRE DE NANCY - HÔPITAL CENTRAL - MEDECINE NUCLEAIRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;8;;-;201Tl, 111In, 67Ga, 131I, 123I, 99mTc
VANDOEUVRE-LES-NANCY;54;54547;CENTRE HOSPITALIER UNIVERSITAIRE DE NANCY - HÔPITAL CENTRAL - MEDECINE NUCLEAIRE - SCINTIGRAPHIE -  RADIOTHERAPIE -  BIOLOGIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;28;;-;201Tl, 111In, 131I, 99mTc, 18F, 51Cr
VANDOEUVRE-LES-NANCY;54;54547;CIS BIO INTERNATIONAL - CIS BIO INTERNATIONAL VANDOEUVRE;;;DGD - Déchets gérés en décroissance;VTC;DGD;1;;-;18F
VANDOEUVRE-LES-NANCY;54;54547;UNIVERSITE DE LORRAINE - Faculté de Médecine, IMoPA, UMR 7365 Secteur 1;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,2;;-;32P
VANDOEUVRE-LES-NANCY;54;54547;UNIVERSITE DE LORRAINE - FACULTE DES SCIENCES - EA 3442 LABORATOIRE DE BIOLOGIE EXPERIMENTALE;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,01;;-;32P
VANDOEUVRE-LES-NANCY;54;54547;UNIVERSITE DE LORRAINE - UMR 7365 CNRS - INGENIERIE MOLECULAIRE ET PHYSIOPATHOLOGIE ARTICULAIRE (IMOPA);;;DGD - Déchets gérés en décroissance;VTC;DGD;0,08;;-;35S
VANDOEUVRE-LES-NANCY;54;54547;UNIVERSITE DE LORRAINE - UMR UL-INSERM U954 / BIOCHIMIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,03;;-;125I
VANDOEUVRE-LES-NANCY;54;54547;ECOLE NATIONALE SUPERIEURE D'AGRONOMIE ET DES INDUSTRIES ALIMENTAIRES (ENSAIA) - LABORATOIRE SOLS ET ENVIRONNEMENT;;;LA: liquides aqueux (0,029m3);FMA-VC;F3-7-01;0;;458500000;14C
VANDOEUVRE-LES-NANCY;54;54547;ECOLE NATIONALE SUPERIEURE D'AGRONOMIE ET DES INDUSTRIES ALIMENTAIRES (ENSAIA) - LABORATOIRE SOLS ET ENVIRONNEMENT;;;LA: liquides aqueux (0,029m3);FMA-VC;F3-7-01;0;;458200000;14C
VANDOEUVRE-LES-NANCY;54;54547;ECOLE NATIONALE SUPERIEURE D'AGRONOMIE ET DES INDUSTRIES ALIMENTAIRES (ENSAIA) - LABORATOIRE SOLS ET ENVIRONNEMENT;;;LA: liquides aqueux (0,029m3);FMA-VC;F3-7-01;0;;216000000;14C, 3H
VANDOEUVRE-LES-NANCY;54;54547;UNIVERSITE DE LORRAINE - FACULTE DES SCIENCES ET TECHNIQUES- LABO. INTERDISCIPLINAIRE DES ENVIRONNEMENTS CONTINENTAUX (LIEC);;;LA: liquides aqueux (0,05m3);FMA-VC;F3-7-01;0;;5,00E+06;109Cd, 14C
VANDOEUVRE-LES-NANCY;54;54547;UNIVERSITE DE LORRAINE - UMR 7365 CNRS - INGENIERIE MOLECULAIRE ET PHYSIOPATHOLOGIE ARTICULAIRE (IMOPA);;;LA: liquides aqueux (0,06m3);FMA-VC;F3-7-01;0;;3000000;14C
VANDOEUVRE-LES-NANCY;54;54547;UNIVERSITE DE LORRAINE - UMR UL-INSERM U954 / BIOCHIMIE;;;LA: liquides aqueux (0,12m3);FMA-VC;F3-7-01;0;;1,50E+07;14C, 57Co, 3H
VANDOEUVRE-LES-NANCY;54;54547;CIS BIO INTERNATIONAL - CIS BIO INTERNATIONAL VANDOEUVRE;;;LA: liquides aqueux (0,39m3);FMA-VC;F3-7-01;0;;620000;56Co, 57Co, 58Co
VANDOEUVRE-LES-NANCY;54;54547;ECOLE NATIONALE SUPERIEURE D'AGRONOMIE ET DES INDUSTRIES ALIMENTAIRES (ENSAIA) - LABORATOIRE SOLS ET ENVIRONNEMENT;;;LS-LH : Solvants et Huiles Liquides (0,02m3);FMA-VC;F3-7-01;0;;;109Cd, 14C, 3H
VANDOEUVRE-LES-NANCY;54;54547;UNIVERSITE DE LORRAINE - FACULTE DES SCIENCES - EA 3442 LABORATOIRE DE BIOLOGIE EXPERIMENTALE;;;SI: solides incinérables (0,028m3);FMA-VC;F3-7-01;0,002352;;5,30E+03;3H
VANDOEUVRE-LES-NANCY;54;54547;INSTITUT NATIONAL DE RECHERCHE SUR LA SECURITE (INRS) - CENTRE DE LORRAINE - TOXICOLOGIE;;;SI: solides incinérables (0,04m3);FMA-VC;F3-7-01;0,00336;;55000;U
VANDOEUVRE-LES-NANCY;54;54547;UNIVERSITE DE LORRAINE - FACULTE DES SCIENCES ET TECHNIQUES- LABO. INTERDISCIPLINAIRE DES ENVIRONNEMENTS CONTINENTAUX (LIEC);;;SI: solides incinérables (0,05m3);FMA-VC;F3-7-01;0,0042;;5000000;109Cd, 14C
VANDOEUVRE-LES-NANCY;54;54547;INSTITUT NATIONAL DE RECHERCHE SUR LA SECURITE (INRS) - CENTRE DE LORRAINE - TOXICOLOGIE;;;SI: solides incinérables (0,08m3);FMA-VC;F3-7-01;0,00672;;10000;14C
VANDOEUVRE-LES-NANCY;54;54547;ECOLE NATIONALE SUPERIEURE D'AGRONOMIE ET DES INDUSTRIES ALIMENTAIRES (ENSAIA) - LABORATOIRE SOLS ET ENVIRONNEMENT;;;SI: solides incinérables (0,12m3);FMA-VC;F3-7-01;0,01008;;;14C, 3H
VANDOEUVRE-LES-NANCY;54;54547;ECOLE NATIONALE SUPERIEURE D'AGRONOMIE ET DES INDUSTRIES ALIMENTAIRES (ENSAIA) - LABORATOIRE SOLS ET ENVIRONNEMENT;;;SI: solides incinérables (0,12m3);FMA-VC;F3-7-01;0,01008;;;99Tc, 63Ni
VANDOEUVRE-LES-NANCY;54;54547;UNIVERSITE DE LORRAINE - UMR 7365 CNRS - INGENIERIE MOLECULAIRE ET PHYSIOPATHOLOGIE ARTICULAIRE (IMOPA);;;SI: solides incinérables (0,24m3);FMA-VC;F3-7-01;0,02016;;4000000;14C
VANDOEUVRE-LES-NANCY;54;54547;UNIVERSITE DE LORRAINE - Faculté de Médecine, IMoPA, UMR 7365 Secteur 1;;;SI: solides incinérables (0,2m3);FMA-VC;F3-7-01;0,0168;;1000000;35S
VANDOEUVRE-LES-NANCY;54;54547;UNIVERSITE DE LORRAINE - UMR UL-INSERM U954 / BIOCHIMIE;;;SI: solides incinérables (0,3m3);FMA-VC;F3-7-01;0,0252;;2,00E+07;57Co, 14C, 3H
VANDOEUVRE-LES-NANCY;54;54547;CIS BIO INTERNATIONAL - CIS BIO INTERNATIONAL VANDOEUVRE;;;SI: solides incinérables (3,36m3);FMA-VC;F3-7-01;0,28224;;9400000;56Co, 109Cd, 57Co, 54Mn, 58Co, 51Cr
VANDOEUVRE-LES-NANCY;54;54547;UNIVERSITE DE LORRAINE - FACULTE DES SCIENCES - EA 3442 LABORATOIRE DE BIOLOGIE EXPERIMENTALE;;;SL: flacons de scintillation en plastique (0,002m3);FMA-VC;F3-7-01;0,000126;;3000;3H
VANDOEUVRE-LES-NANCY;54;54547;INSTITUT NATIONAL DE RECHERCHE SUR LA SECURITE (INRS) - CENTRE DE LORRAINE - TOXICOLOGIE;;;SL: flacons de scintillation en plastique (0,05m3);FMA-VC;F3-7-01;0,00315;;7000;14C
VANDOEUVRE-LES-NANCY;54;54547;UNIVERSITE DE LORRAINE - UMR UL-INSERM U954 / BIOCHIMIE;;;SL: flacons de scintillation en plastique (0,12m3);FMA-VC;F3-7-01;0,00756;;4,50E+07;14C, 3H
VANDOEUVRE-LES-NANCY;54;54547;INSTITUT NATIONAL DE RECHERCHE SUR LA SECURITE (INRS) - CENTRE DE LORRAINE - TOXICOLOGIE;;;SNI: solides non incinérables (0,08m3);FMA-VC;F3-01;0,05392;;150000;14C
VANDOEUVRE-LES-NANCY;54;54547;ECOLE NATIONALE SUPERIEURE D'AGRONOMIE ET DES INDUSTRIES ALIMENTAIRES (ENSAIA) - LABORATOIRE SOLS ET ENVIRONNEMENT;;;SNI: solides non incinérables (0,12m3);FMA-VC;F3-01;0,08088;;;36Cl, 63Ni, 129I
VANDOEUVRE-LES-NANCY;54;54547;ECOLE NATIONALE SUPERIEURE D'AGRONOMIE ET DES INDUSTRIES ALIMENTAIRES (ENSAIA) - LABORATOIRE SOLS ET ENVIRONNEMENT;;;SNI: solides non incinérables (0,12m3);FMA-VC;F3-01;0,08088;;;109Cd, 14C, 3H, 137Cs
VANDOEUVRE-LES-NANCY;54;54547;UNIVERSITE DE LORRAINE - FACULTE DES SCIENCES ET TECHNIQUES- LABO. INTERDISCIPLINAIRE DES ENVIRONNEMENTS CONTINENTAUX (LIEC);;;SNI: solides non incinérables (0,1m3);FMA-VC;F3-01;0,0674;;30000000;109Cd, 14C, U, Th, 137Cs
VANDOEUVRE-LES-NANCY;54;54547;CIS BIO INTERNATIONAL - CIS BIO INTERNATIONAL VANDOEUVRE;;;SNI: solides non incinérables (0,48m3);FMA-VC;F3-01;0,32352;;7100000;109Cd, 56Co, 54Mn, 57Co, 58Co, 51Cr
VANDOEUVRE-LES-NANCY;54;54547;ECOLE NATIONALE SUPERIEURE D'AGRONOMIE ET DES INDUSTRIES ALIMENTAIRES (ENSAIA) - LABORATOIRE SOLS ET ENVIRONNEMENT;;;SO: solides organiques (0,03m3);FMA-VC;F3-7-01;0,00252;;;99Tc, 63Ni
VANDOEUVRE-LES-NANCY;54;54547;ECOLE NATIONALE SUPERIEURE D'AGRONOMIE ET DES INDUSTRIES ALIMENTAIRES (ENSAIA) - LABORATOIRE SOLS ET ENVIRONNEMENT;;;SO: solides organiques (0,12m3);FMA-VC;F3-7-01;0,01008;;50000000;14C
VANDOEUVRE-LES-NANCY;54;54547;CIS BIO INTERNATIONAL - CIS BIO INTERNATIONAL VANDOEUVRE;;;TFA-09 (0,1m3);TFA;TFA;0,1;;0;
BURE;55;55087;ANDRA CMHM - EXPERIMENTATION DIR;;;SI: solides incinérables (0,24m3);FMA-VC;F3-7-01;0,02016;;5,00E+06;36Cl, 3H, 137Cs
PLOEMEUR;56;56162;IMERYS CERAMICS FRANCE - PLOEMEUR;Déchets solides;;Toiles de filtres presses usagées stockées dans des big bags (6 big bags);TFA;TFA;6;;300000000;
PLOEMEUR;56;56162;CENTRE DE MEDECINE NUCLEAIRE DU MORBIHAN (CMNM) - CLINIQUE DU TER / SCINTIGRAPHIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;3;;-;201Tl, 111In, 123I, 99mTc
QUEVEN;56;56185;MARINE NATIONALE - CELAE DET LANN-BIHOUE;Matériel aéronautique;Cadrans, indicateurs (226Ra);Boussole 781(0,1 m3 - 1 t - 239 Boussole);AUTRES;S02;-;<;4000000;"232Th;238U"
QUEVEN;56;56185;MARINE NATIONALE - CELAE DET LANN-BIHOUE;Matériel aéronautique;Cadrans, indicateurs (226Ra);Indicateurs de destination intégrés(0,1 m3 - 1 t - 4 Indicateurs);AUTRES;S02;-;<;200000;
QUEVEN;56;56185;MARINE NATIONALE - CELAE DET LANN-BIHOUE;Matériel aéronautique;Cadrans, indicateurs (226Ra);Répétiteurs(0,1 m3 - 1 t - 7 Répétiteurs);AUTRES;S02;-;<;525000;228Th
QUEVEN;56;56185;MARINE NATIONALE - CELAE DET LANN-BIHOUE;Matériel aéronautique;Déchets technologiques (226Ra);Disjoncteurs 4360-32A(0,1 m3 - 1 t - 83 Disjonteurs);AUTRES;S01;-;<;5560;"232Th;238U"
QUEVEN;56;56185;MARINE NATIONALE - CELAE DET LANN-BIHOUE;Matériel aéronautique;Déchets technologiques (3H);Générateurs(0,2 m3 - 1 t - 4 Générateur);AUTRES;S01;-;<;148000;
QUEVEN;56;56185;MARINE NATIONALE - CELAE DET LANN-BIHOUE;Matériel aéronautique;Indicateurs (3H);Boutons(0,1 m3 - 1 t - 2 Bouton);AUTRES;S02;-;<;148000000;
QUEVEN;56;56185;MARINE NATIONALE - CELAE DET LANN-BIHOUE;Matériel aéronautique;Indicateurs (3H);Demi-poignées(0,1 m3 - 1 t - 8 Voyants);AUTRES;S02;-;<;5900000000;3H
QUEVEN;56;56185;MARINE NATIONALE - CELAE DET LANN-BIHOUE;Matériel aéronautique;Indicateurs (3H);Poignées équipées de betalights(0,1 m3 - 1 t - 50 Pièces);AUTRES;S02;-;<;6,50E+11;
QUEVEN;56;56185;MARINE NATIONALE - CELAE DET LANN-BIHOUE;Matériel aéronautique;Indicateurs (3H);Répétiteurs(0,1 m3 - 1 t - 8 unite);AUTRES;S02;-;<;8880000000;
QUEVEN;56;56185;MARINE NATIONALE - CELAE DET LANN-BIHOUE;Matériel aéronautique;Indicateurs (3H);Voyants betalights(0,1 m3 - 1 t - 246 Voyants);AUTRES;S02;-;<;3,19E+12;3H
QUEVEN;56;56185;MARINE NATIONALE - CELAE DET LANN-BIHOUE;Matériel aéronautique;Tubes électroniques (226Ra);Tubes régulateurs 5651WA(0,1 m3 - 1 t - 8 Tubes);AUTRES;S01;-;<;2000;226Ra
QUEVEN;56;56185;MARINE NATIONALE - CELAE DET LANN-BIHOUE;Matériel aéronautique;Tubes électroniques (226Ra);Tubes régulateurs 5783(0,1 m3 - 1 t - 9 Tubes);AUTRES;S01;-;<;39600000;137Cs
QUEVEN;56;56185;MARINE NATIONALE - CELAE DET LANN-BIHOUE;Matériel aéronautique;Tubes électroniques (3H);Atténuateur(0,1 m3 - 1 t - 1 pièce);AUTRES;S01;-;<;20000000;
QUEVEN;56;56185;MARINE NATIONALE - CELAE DET LANN-BIHOUE;Matériel aéronautique;Tubes électroniques (3H);Bloc haute énergie(0,1 m3 - 1 t - 10 Pièce);AUTRES;S01;-;<;5400000;3H
QUEVEN;56;56185;MARINE NATIONALE - CELAE DET LANN-BIHOUE;Matériel aéronautique;Tubes électroniques (3H);Tube TR limiteur tritium 96169510(0,1 m3 - 1 t - 1 pièce);AUTRES;S01;-;<;111000000;
